Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Wind Spd (km/h),Stn Press (kPa),Visibility (km),Weather
12.4,4.0,56.0,0.0,26.0,100.17,16.1,0
11.7,4.6,62.0,0.0,28.0,100.27,16.1,0
11.2,3.1,57.0,0.0,24.0,100.38,16.1,0
10.3,3.2,61.0,0.0,26.0,100.45,16.1,0
9.1,2.9,65.0,0.0,26.0,100.53,16.1,0
8.4,2.9,68.0,0.0,22.0,100.6,16.1,0
7.4,1.7,67.0,0.0,26.0,100.68,16.1,0
7.2,1.9,69.0,0.0,22.0,100.67,16.1,0
7.1,2.4,72.0,0.0,17.0,100.71,16.1,0
7.2,2.1,70.0,0.0,15.0,100.72,16.1,0
7.0,2.1,71.0,0.0,15.0,100.7,16.1,0
6.5,2.4,75.0,0.0,13.0,100.66,16.1,0
6.3,2.6,77.0,0.0,15.0,100.7,16.1,0
6.1,1.3,71.0,0.0,15.0,100.7,16.1,0
5.9,1.3,72.0,0.0,17.0,100.77,16.1,0
5.5,0.7,71.0,0.0,22.0,100.8,16.1,0
5.6,0.6,70.0,0.0,17.0,100.86,16.1,0
5.9,0.1,66.0,0.0,21.0,100.91,16.1,0
6.7,0.6,65.0,0.0,26.0,100.95,16.1,0
8.3,0.7,59.0,0.0,15.0,101.0,16.1,0
9.4,0.8,55.0,0.0,17.0,100.95,16.1,0
11.1,1.1,50.0,0.0,17.0,100.92,16.1,0
9.1,3.2,66.0,0.0,17.0,100.91,16.1,0
6.9,3.9,81.0,0.0,17.0,100.93,16.1,0
7.7,4.0,77.0,0.0,17.0,100.93,16.1,0
8.1,3.1,71.0,0.0,17.0,100.89,16.1,0
7.7,3.7,76.0,0.0,13.0,100.94,16.1,0
7.4,3.3,75.0,0.0,4.0,100.9,16.1,0
8.9,3.2,67.0,0.0,8.0,100.93,16.1,0
11.4,1.4,50.0,0.0,15.0,100.97,16.1,0
10.4,-0.5,47.0,0.0,13.0,101.0,16.1,0
9.7,-1.9,44.0,0.0,15.0,101.0,16.1,0
9.0,-2.6,44.0,0.0,11.0,101.04,16.1,0
6.9,0.6,64.0,0.0,9.0,101.07,16.1,0
5.8,1.2,72.0,0.0,8.0,101.05,16.1,0
5.9,-0.2,65.0,0.0,11.0,101.02,16.1,0
6.4,-1.8,56.0,0.0,4.0,100.98,16.1,0
5.3,0.2,70.0,0.0,4.0,100.98,16.1,0
4.5,2.7,88.0,0.0,5.0,100.99,16.1,0
4.4,2.2,86.0,0.0,9.0,101.06,16.1,0
6.9,-0.3,60.0,0.0,4.0,101.09,16.1,0
7.2,0.4,62.0,0.0,5.0,101.1,16.1,0
6.9,2.0,71.0,0.0,9.0,101.09,16.1,0
6.9,4.2,83.0,0.0,9.0,101.07,16.1,0
9.3,5.4,77.0,0.0,8.0,101.04,16.1,0
10.6,5.6,71.0,0.0,8.0,100.96,16.1,0
11.6,5.5,66.0,0.0,15.0,100.86,16.1,0
13.6,5.0,56.0,0.0,17.0,100.78,16.1,0
14.7,5.1,52.0,0.0,28.0,100.7,16.1,0
12.6,4.6,58.0,0.0,21.0,100.69,16.1,0
13.3,5.8,60.0,0.0,24.0,100.71,16.1,0
10.9,5.4,68.0,0.0,18.0,100.74,16.1,0
9.7,4.6,70.0,0.0,15.0,100.78,16.1,0
12.3,3.8,56.0,0.0,5.0,100.86,16.1,0
14.2,4.0,50.0,0.0,15.0,100.91,16.1,0
13.2,3.1,50.0,0.0,8.0,100.92,16.1,0
11.9,3.2,55.0,0.0,5.0,100.96,16.1,0
11.4,2.7,55.0,0.0,9.0,100.99,16.1,0
10.1,3.0,61.0,0.0,9.0,100.99,16.1,0
9.3,2.9,64.0,0.0,13.0,101.0,16.1,0
9.0,2.6,64.0,0.0,0.0,101.05,16.1,0
9.7,3.0,63.0,0.0,28.0,101.09,16.1,0
7.8,3.9,76.0,0.0,30.0,101.18,16.1,0
6.2,4.2,87.0,0.0,28.0,101.24,16.1,0
6.8,4.0,83.0,0.0,18.0,101.31,16.1,0
6.5,3.3,80.0,0.0,32.0,101.32,16.1,0
6.4,1.8,72.0,0.0,34.0,101.34,16.1,0
6.0,1.8,74.0,0.0,32.0,101.39,16.1,0
6.5,1.1,68.0,0.0,34.0,101.36,16.1,0
6.9,1.9,70.0,0.0,32.0,101.33,16.1,0
6.7,1.9,71.0,0.0,28.0,101.26,16.1,0
6.9,2.2,72.0,0.0,28.0,101.22,16.1,0
8.4,2.0,64.0,0.0,32.0,101.12,16.1,0
7.8,2.3,68.0,0.0,32.0,101.07,16.1,0
8.3,1.6,62.0,0.0,30.0,101.03,16.1,0
8.3,1.7,63.0,0.0,32.0,100.94,16.1,0
7.6,2.2,68.0,0.0,26.0,100.92,16.1,0
7.7,2.4,69.0,0.0,34.0,100.9,16.1,0
6.9,3.2,77.0,0.0,26.0,100.95,16.1,0
6.6,3.4,80.0,0.0,26.0,100.94,16.1,0
6.7,3.3,79.0,0.0,28.0,100.94,16.1,0
6.4,3.4,81.0,0.0,30.0,100.91,16.1,0
6.3,3.3,81.0,0.0,32.0,100.84,16.1,0
6.3,3.1,80.0,0.0,32.0,100.76,16.1,0
6.5,2.6,76.0,0.0,34.0,100.7,16.1,0
6.6,3.0,78.0,0.0,30.0,100.7,16.1,0
7.1,2.2,71.0,0.0,32.0,100.71,16.1,0
7.1,2.5,72.0,0.0,34.0,100.73,16.1,0
6.4,2.6,76.0,0.0,28.0,100.85,16.1,5
5.4,3.9,90.0,2.0,28.0,100.81,4.8,2
5.5,4.6,94.0,0.5,32.0,100.8,16.1,5
6.3,5.7,96.0,1.8,34.0,100.76,8.1,2
6.6,6.2,97.0,1.5,30.0,100.74,16.1,5
7.1,6.7,97.0,0.0,35.0,100.65,16.1,5
7.5,7.1,97.0,0.5,45.0,100.53,16.1,5
7.5,6.9,96.0,0.0,35.0,100.55,16.1,0
7.7,7.0,95.0,0.0,37.0,100.48,16.1,0
7.7,6.6,93.0,0.0,41.0,100.43,16.1,0
8.8,7.4,91.0,0.0,35.0,100.4,16.1,0
9.4,7.5,88.0,0.0,39.0,100.31,16.1,0
9.6,7.6,87.0,0.0,37.0,100.27,16.1,0
9.8,7.8,87.0,0.0,43.0,100.24,16.1,0
9.9,7.7,86.0,0.0,35.0,100.24,16.1,0
9.3,7.2,87.0,0.0,32.0,100.2,16.1,0
9.5,7.5,87.0,0.0,30.0,100.16,16.1,0
9.3,7.4,88.0,0.0,30.0,100.14,16.1,0
9.0,7.3,89.0,0.0,30.0,100.12,16.1,0
8.8,7.1,89.0,0.0,28.0,100.08,16.1,0
8.8,7.2,90.0,0.0,26.0,100.01,16.1,0
9.1,7.4,89.0,0.0,24.0,100.04,16.1,0
9.2,7.5,89.0,0.0,26.0,100.03,16.1,0
9.2,7.7,90.0,0.0,24.0,99.99,16.1,0
9.4,7.9,90.0,0.0,30.0,100.03,16.1,0
9.3,7.9,91.0,0.0,30.0,100.06,16.1,0
9.4,8.0,91.0,0.0,28.0,100.04,16.1,0
9.8,8.4,91.0,0.0,24.0,100.06,16.1,0
9.9,8.6,92.0,0.0,26.0,100.05,16.1,0
10.1,8.7,91.0,0.0,24.0,99.99,16.1,0
10.2,8.8,91.0,0.0,24.0,99.92,16.1,0
10.8,9.2,90.0,0.0,22.0,99.86,16.1,0
11.2,9.1,87.0,0.0,21.0,99.78,16.1,0
10.9,9.0,88.0,0.0,21.0,99.71,16.1,0
11.9,9.7,86.0,0.0,24.0,99.64,16.1,0
10.7,9.1,90.0,0.0,22.0,99.64,16.1,0
11.3,9.9,91.0,0.0,24.0,99.61,16.1,0
13.5,10.9,84.0,0.0,11.0,99.68,16.1,0
12.5,10.6,88.0,0.0,17.0,99.69,16.1,0
12.2,10.6,90.0,0.0,22.0,99.63,16.1,0
14.1,11.3,83.0,0.0,24.0,99.61,16.1,0
11.5,9.9,90.0,0.0,22.0,99.62,16.1,0
10.1,9.2,94.0,0.0,22.0,99.59,16.1,0
9.6,8.7,94.0,0.0,28.0,99.55,16.1,0
9.2,8.1,93.0,0.0,21.0,99.53,16.1,0
9.2,8.1,93.0,0.0,21.0,99.52,16.1,0
10.0,8.9,93.0,0.0,21.0,99.52,16.1,0
10.8,9.7,93.0,0.0,24.0,99.51,16.1,0
10.8,9.2,90.0,0.0,22.0,99.56,16.1,0
12.5,10.4,87.0,0.0,22.0,99.57,16.1,0
13.1,10.5,84.0,0.0,22.0,99.54,16.1,0
12.8,10.4,85.0,0.0,28.0,99.51,16.1,0
13.1,10.5,84.0,0.0,24.0,99.48,16.1,0
13.2,10.6,84.0,0.0,24.0,99.4,16.1,0
15.8,12.4,80.0,0.0,24.0,99.34,16.1,0
16.6,12.6,77.0,0.0,24.0,99.29,16.1,0
15.5,11.9,79.0,0.0,26.0,99.14,16.1,0
16.2,12.3,77.0,0.0,26.0,99.01,16.1,0
16.3,12.1,76.0,0.0,26.0,99.16,16.1,0
13.1,12.0,93.0,2.3,15.0,99.31,6.4,9
13.9,13.3,96.0,4.3,5.0,99.33,0.8,2
11.2,10.9,98.0,1.2,0.0,99.4,1.0,2
10.7,10.4,98.0,0.0,5.0,99.48,12.9,0
10.1,9.8,98.0,0.0,9.0,99.58,16.1,0
9.5,8.7,95.0,0.0,18.0,99.72,16.1,0
13.9,9.0,72.0,0.0,24.0,99.89,16.1,0
12.9,7.4,69.0,0.0,17.0,99.99,16.1,0
12.1,7.5,73.0,0.0,15.0,100.07,16.1,0
12.0,6.7,70.0,0.0,21.0,100.2,16.1,0
11.5,5.4,66.0,0.0,18.0,100.3,16.1,0
9.9,5.9,76.0,0.0,8.0,100.37,16.1,0
8.7,6.0,83.0,0.0,15.0,100.48,16.1,0
8.5,6.1,85.0,0.0,11.0,100.6,16.1,0
8.8,6.4,85.0,0.0,17.0,100.63,16.1,0
9.2,6.1,81.0,0.0,21.0,100.68,16.1,0
10.1,5.7,74.0,0.0,15.0,100.67,16.1,0
11.2,6.2,71.0,0.0,17.0,100.66,16.1,0
11.0,6.9,75.0,0.0,18.0,100.68,16.1,0
11.0,7.0,76.0,0.0,18.0,100.66,16.1,0
12.4,7.1,70.0,0.0,24.0,100.61,16.1,0
12.7,6.8,67.0,0.0,18.0,100.58,16.1,0
13.1,6.9,66.0,0.0,32.0,100.63,16.1,0
12.6,6.2,65.0,0.0,26.0,100.67,16.1,0
12.3,6.4,67.0,0.0,13.0,100.59,16.1,0
10.4,6.6,77.0,0.0,8.0,100.53,16.1,0
10.3,7.2,81.0,0.0,9.0,100.59,16.1,0
9.3,6.9,85.0,0.0,15.0,100.54,16.1,0
9.8,6.6,81.0,0.0,8.0,100.52,16.1,0
9.9,6.7,80.0,0.0,9.0,100.58,16.1,0
10.4,6.9,79.0,0.0,11.0,100.49,16.1,0
10.0,7.3,83.0,0.0,13.0,100.57,16.1,0
10.4,7.3,81.0,0.0,8.0,100.51,16.1,0
11.6,7.9,78.0,0.0,13.0,100.58,16.1,0
12.3,6.4,67.0,0.0,26.0,100.56,16.1,0
8.7,2.9,67.0,0.0,11.0,100.72,16.1,0
8.0,0.3,58.0,0.0,17.0,100.83,16.1,0
7.5,-0.2,58.0,0.0,18.0,100.88,16.1,0
7.9,-0.2,57.0,0.0,17.0,101.02,16.1,0
8.6,0.3,56.0,0.0,13.0,101.1,16.1,0
9.5,0.5,53.0,0.0,17.0,101.08,16.1,0
10.8,2.4,56.0,0.0,17.0,101.09,16.1,0
11.5,2.3,53.0,0.0,8.0,101.07,16.1,0
9.0,4.8,75.0,0.0,22.0,101.16,16.1,0
10.1,3.7,64.0,0.0,9.0,101.27,16.1,0
10.3,3.7,63.0,0.0,11.0,101.26,16.1,0
10.3,4.7,68.0,0.0,9.0,101.22,16.1,0
12.4,-0.4,41.0,0.0,15.0,101.29,16.1,0
11.2,-1.3,42.0,0.0,17.0,101.29,16.1,0
9.8,-1.9,44.0,0.0,21.0,101.39,16.1,0
9.1,-1.7,47.0,0.0,18.0,101.54,16.1,0
8.6,-2.1,47.0,0.0,22.0,101.58,16.1,0
8.7,-2.3,46.0,0.0,17.0,101.51,16.1,0
9.3,-1.5,47.0,0.0,18.0,101.58,16.1,0
9.2,-1.2,48.0,0.0,21.0,101.51,16.1,0
8.9,-0.7,51.0,0.0,22.0,101.49,16.1,0
8.2,0.6,58.0,0.0,35.0,101.43,16.1,0
6.8,2.5,74.0,0.0,32.0,101.43,16.1,0
6.1,1.2,71.0,0.0,35.0,101.42,16.1,0
5.6,0.3,69.0,0.0,39.0,101.47,16.1,0
4.6,1.6,81.0,2.0,34.0,101.52,16.1,5
4.9,1.5,78.0,0.0,37.0,101.53,16.1,0
4.9,1.6,79.0,0.0,39.0,101.37,16.1,5
4.8,1.1,77.0,0.0,45.0,101.45,16.1,0
4.9,1.6,79.0,0.0,45.0,101.31,16.1,0
5.1,1.6,78.0,0.0,45.0,101.25,16.1,0
5.2,1.7,78.0,0.0,48.0,101.12,16.1,0
5.2,1.7,78.0,0.0,48.0,101.02,16.1,0
5.2,2.2,81.0,0.5,45.0,100.9,16.1,0
5.6,2.5,80.0,0.0,48.0,100.78,16.1,0
5.8,2.8,81.0,0.0,46.0,100.7,16.1,0
6.0,3.8,86.0,0.5,37.0,100.7,12.9,5
7.7,4.5,80.0,0.2,35.0,100.68,16.1,0
7.7,4.5,80.0,0.0,35.0,100.52,16.1,0
7.1,4.3,82.0,0.0,35.0,100.48,16.1,0
6.4,3.9,84.0,1.0,26.0,100.59,8.1,2
5.2,4.2,93.0,7.8,21.0,100.51,8.1,2
4.9,4.2,95.0,3.2,30.0,100.3,16.1,5
5.0,4.1,94.0,0.2,28.0,100.32,12.9,5
5.2,4.3,94.0,1.5,28.0,100.14,14.5,5
6.0,5.1,94.0,0.0,28.0,100.0,16.1,0
6.3,5.3,93.0,0.5,15.0,100.07,16.1,0
6.5,5.8,95.0,0.0,26.0,99.93,16.1,0
6.8,6.2,96.0,0.0,30.0,99.85,16.1,0
6.7,6.1,96.0,0.0,22.0,99.86,16.1,0
6.7,6.3,97.0,0.0,22.0,99.86,8.1,3
7.1,6.5,96.0,0.0,21.0,99.88,16.1,5
7.8,7.1,95.0,0.2,26.0,99.8,16.1,5
8.0,7.3,95.0,1.2,35.0,99.66,16.1,5
7.2,6.6,96.0,3.8,34.0,99.6,6.4,2
7.3,6.9,97.0,0.5,30.0,99.46,16.1,0
7.8,7.4,97.0,2.5,37.0,99.2,16.1,5
9.7,9.4,98.0,5.5,15.0,99.22,8.1,2
9.8,9.4,97.0,5.2,15.0,99.1,8.1,2
9.5,9.2,98.0,2.8,22.0,98.93,16.1,0
11.8,11.5,98.0,0.2,15.0,98.84,16.1,0
11.0,10.6,97.0,0.0,8.0,98.88,16.1,0
10.5,9.9,96.0,0.0,4.0,98.82,16.1,0
9.8,9.4,97.0,0.0,5.0,98.86,14.5,0
9.2,8.5,95.0,0.0,24.0,98.96,16.1,0
8.7,7.5,92.0,0.0,18.0,98.97,16.1,0
9.1,7.9,92.0,0.0,17.0,98.99,16.1,0
8.9,7.0,88.0,0.0,24.0,99.04,16.1,0
8.3,6.7,89.0,0.0,22.0,99.06,16.1,0
8.2,6.2,87.0,0.0,17.0,99.1,16.1,0
7.9,6.2,89.0,0.0,18.0,99.08,16.1,0
7.3,5.9,91.0,0.0,15.0,99.11,16.1,0
7.3,5.6,89.0,0.0,18.0,99.11,16.1,0
7.5,5.8,89.0,0.0,17.0,99.1,16.1,0
8.0,6.2,88.0,0.0,17.0,99.06,16.1,0
8.1,6.0,86.0,0.0,22.0,99.06,16.1,5
7.8,6.6,92.0,0.0,22.0,99.05,16.1,0
7.5,6.8,95.0,0.2,21.0,99.01,16.1,5
7.9,6.5,91.0,0.2,28.0,98.97,16.1,5
8.6,6.4,86.0,0.2,24.0,98.98,16.1,5
9.0,5.6,79.0,0.0,39.0,98.97,16.1,5
8.9,5.8,81.0,0.2,28.0,99.07,16.1,0
9.2,4.8,74.0,0.0,28.0,99.17,16.1,0
9.1,5.7,79.0,0.0,30.0,99.24,16.1,5
8.4,5.6,82.0,0.0,34.0,99.36,16.1,5
8.9,5.7,80.0,0.0,34.0,99.4,16.1,0
9.0,5.2,77.0,0.0,41.0,99.45,16.1,0
9.3,4.8,73.0,0.0,34.0,99.55,16.1,0
9.0,4.4,73.0,0.0,39.0,99.66,16.1,0
8.1,2.4,67.0,0.0,35.0,99.76,16.1,0
7.4,2.4,71.0,0.0,22.0,99.8,16.1,0
7.4,2.6,72.0,0.0,26.0,99.86,16.1,0
7.2,3.1,75.0,0.0,26.0,99.93,16.1,0
6.6,0.7,66.0,0.0,26.0,100.03,16.1,0
5.9,-0.4,64.0,0.0,26.0,100.18,16.1,0
5.6,0.6,70.0,0.0,13.0,100.31,16.1,0
6.0,-0.5,63.0,0.0,28.0,100.4,16.1,0
5.7,-0.8,63.0,0.0,18.0,100.53,16.1,0
6.2,-0.1,64.0,0.0,26.0,100.64,16.1,0
6.9,-0.8,58.0,0.0,28.0,100.73,16.1,0
7.8,-0.2,57.0,0.0,22.0,100.81,16.1,0
9.6,0.4,53.0,0.0,17.0,100.95,16.1,0
10.8,0.7,50.0,0.0,18.0,101.03,16.1,0
9.9,2.2,59.0,0.0,18.0,101.06,16.1,0
10.3,2.6,59.0,0.0,17.0,101.07,16.1,0
11.0,2.7,57.0,0.0,13.0,101.07,16.1,0
13.5,1.7,45.0,0.0,9.0,101.03,16.1,0
9.6,4.2,69.0,0.0,13.0,101.03,16.1,0
12.4,2.4,50.0,0.0,15.0,101.07,16.1,0
10.2,2.3,58.0,0.0,4.0,101.11,16.1,0
10.0,2.3,59.0,0.0,4.0,101.22,16.1,0
9.6,2.5,61.0,0.0,0.0,101.32,16.1,0
10.0,2.8,61.0,0.0,5.0,101.35,16.1,0
9.7,0.1,51.0,0.0,5.0,101.36,16.1,0
10.0,-1.5,44.0,0.0,4.0,101.36,16.1,0
9.3,-1.3,47.0,0.0,4.0,101.41,16.1,0
8.2,-2.4,47.0,0.0,13.0,101.3,16.1,0
7.6,-0.9,55.0,0.0,11.0,101.25,16.1,0
6.4,1.7,72.0,0.0,8.0,101.26,16.1,0
6.4,1.3,70.0,0.0,15.0,101.28,16.1,0
7.1,-2.1,52.0,0.0,15.0,101.28,16.1,0
7.2,-0.2,59.0,0.0,22.0,101.29,16.1,0
7.6,0.5,61.0,0.0,24.0,101.3,16.1,0
7.2,1.3,66.0,0.0,21.0,101.31,16.1,0
7.4,2.9,73.0,0.0,17.0,101.24,16.1,0
8.4,3.1,69.0,0.0,21.0,101.14,16.1,0
7.8,3.3,73.0,0.0,22.0,101.11,16.1,0
8.1,3.4,72.0,0.0,17.0,101.07,16.1,0
7.4,4.5,82.0,0.2,18.0,101.02,16.1,5
7.1,5.0,87.0,1.5,21.0,100.97,9.7,2
6.8,5.4,91.0,2.0,21.0,100.87,11.3,5
7.0,6.1,94.0,2.0,30.0,100.8,11.3,5
6.8,5.9,94.0,1.5,32.0,100.83,16.1,5
6.6,5.9,95.0,2.2,39.0,100.69,8.1,2
6.1,5.5,96.0,2.2,43.0,100.59,9.7,2
6.3,5.7,96.0,2.5,41.0,100.57,8.1,2
6.4,5.8,96.0,3.0,43.0,100.52,4.8,2
6.6,6.0,96.0,1.8,48.0,100.4,8.1,2
6.7,6.1,96.0,1.0,43.0,100.27,9.7,2
6.7,6.3,97.0,1.0,37.0,100.21,6.4,2
6.8,6.4,97.0,1.0,37.0,100.12,12.9,5
6.9,6.5,97.0,2.0,34.0,100.01,8.1,2
6.8,6.4,97.0,1.0,35.0,99.92,16.1,5
6.8,6.4,97.0,1.0,32.0,99.87,11.3,5
7.4,6.7,95.0,2.2,26.0,99.8,8.1,2
7.5,6.6,94.0,2.2,28.0,99.77,9.7,2
7.0,6.1,94.0,2.2,26.0,99.76,9.7,2
7.3,6.4,94.0,2.2,22.0,99.7,11.3,5
7.2,6.3,94.0,2.0,22.0,99.59,16.1,5
7.5,6.5,93.0,1.2,34.0,99.48,14.5,5
8.0,6.9,93.0,1.0,34.0,99.38,16.1,5
8.2,7.3,94.0,1.5,41.0,99.34,6.4,2
8.3,7.6,95.0,1.8,46.0,99.21,4.8,2
9.2,8.5,95.0,1.0,22.0,99.11,16.1,5
9.7,8.8,94.0,1.8,18.0,99.06,3.2,2
10.1,8.7,91.0,1.5,13.0,98.99,4.8,2
10.1,8.7,91.0,0.5,17.0,98.97,4.8,2
10.1,8.9,92.0,1.0,18.0,98.97,4.8,2
8.8,7.3,90.0,0.2,22.0,98.95,11.3,0
8.4,6.5,88.0,0.0,22.0,98.94,16.1,0
8.2,5.8,85.0,0.0,22.0,98.89,16.1,0
7.9,5.9,87.0,0.0,28.0,98.88,16.1,0
7.6,5.9,89.0,0.0,22.0,98.79,16.1,0
7.8,5.6,86.0,0.0,30.0,98.71,16.1,0
7.1,5.3,88.0,0.2,21.0,98.66,16.1,5
7.1,4.8,85.0,0.0,32.0,98.6,16.1,0
6.9,4.7,86.0,0.0,32.0,98.5,16.1,0
6.6,4.6,87.0,0.0,28.0,98.61,11.3,5
6.2,4.9,91.0,0.5,18.0,98.62,8.1,2
6.3,4.6,89.0,0.0,18.0,98.58,16.1,0
6.6,4.1,84.0,0.0,22.0,98.57,16.1,0
7.0,4.3,83.0,0.0,22.0,98.58,16.1,0
7.5,4.1,79.0,0.0,24.0,98.58,16.1,0
8.2,4.4,77.0,0.0,22.0,98.57,16.1,0
8.5,4.5,76.0,0.0,15.0,98.56,16.1,0
8.7,4.7,76.0,0.0,18.0,98.56,16.1,0
8.5,4.7,77.0,0.0,17.0,98.57,16.1,0
8.1,5.3,82.0,0.0,17.0,98.6,16.1,0
7.8,5.3,84.0,0.0,26.0,98.63,14.5,0
7.0,5.2,88.0,0.0,28.0,98.68,16.1,0
7.1,4.2,82.0,0.0,22.0,98.74,16.1,0
6.7,3.5,80.0,0.0,24.0,98.79,16.1,0
6.5,3.5,81.0,0.0,30.0,98.85,16.1,0
6.5,3.3,80.0,0.0,28.0,98.93,16.1,0
5.9,3.9,87.0,0.0,17.0,99.01,16.1,0
6.1,4.3,88.0,0.0,9.0,99.05,16.1,5
6.3,3.8,84.0,0.2,15.0,99.07,16.1,5
6.1,3.3,82.0,0.2,15.0,99.09,16.1,5
6.0,2.7,79.0,0.0,17.0,99.11,16.1,5
5.7,2.3,79.0,0.0,21.0,99.15,16.1,5
5.2,2.0,80.0,0.0,21.0,99.23,16.1,5
5.0,1.2,76.0,0.0,17.0,99.28,16.1,0
4.6,0.7,76.0,0.0,21.0,99.36,16.1,0
4.8,0.8,75.0,0.0,17.0,99.44,16.1,0
5.2,-0.4,67.0,0.0,24.0,99.5,16.1,0
5.3,-2.1,59.0,0.0,30.0,99.56,16.1,0
5.8,-1.6,59.0,0.0,26.0,99.62,16.1,0
6.9,-1.2,56.0,0.0,35.0,99.67,16.1,0
8.0,0.0,57.0,0.0,26.0,99.71,16.1,0
7.8,-0.9,54.0,0.0,21.0,99.73,16.1,0
8.9,0.8,57.0,0.0,15.0,99.76,16.1,0
11.0,1.8,53.0,0.0,28.0,99.76,16.1,0
10.9,1.1,51.0,0.0,17.0,99.8,16.1,0
10.6,0.2,49.0,0.0,22.0,99.85,16.1,0
10.9,-0.3,46.0,0.0,15.0,99.94,16.1,0
9.6,-3.1,41.0,0.0,24.0,100.02,16.1,0
9.7,-3.3,40.0,0.0,17.0,100.09,16.1,0
9.4,-2.9,42.0,0.0,9.0,100.17,16.1,0
9.0,-0.4,52.0,0.0,15.0,100.22,16.1,0
7.9,-2.7,47.0,0.0,21.0,100.24,16.1,0
7.2,-2.2,51.0,0.0,17.0,100.25,16.1,0
7.0,-2.4,51.0,0.0,9.0,100.25,16.1,0
6.7,-2.0,54.0,0.0,11.0,100.24,16.1,0
5.6,-2.2,57.0,0.0,13.0,100.26,16.1,0
4.8,-1.6,63.0,0.0,11.0,100.28,16.1,0
4.6,-2.0,62.0,0.0,15.0,100.32,16.1,0
4.1,-1.3,68.0,0.0,9.0,100.39,16.1,0
4.1,-0.8,70.0,0.0,13.0,100.44,16.1,0
5.3,-0.3,67.0,0.0,13.0,100.47,16.1,0
6.2,-0.4,62.0,0.0,11.0,100.49,16.1,0
6.8,0.3,63.0,0.0,15.0,100.47,16.1,0
8.4,-5.2,38.0,0.0,8.0,100.44,16.1,0
9.4,-4.9,36.0,0.0,32.0,100.44,16.1,0
10.0,-4.4,36.0,0.0,30.0,100.39,16.1,0
11.1,-4.9,32.0,0.0,18.0,100.39,16.1,0
11.5,-2.8,37.0,0.0,28.0,100.36,16.1,0
11.1,-4.7,33.0,0.0,32.0,100.34,16.1,0
11.0,-4.5,33.0,0.0,32.0,100.36,16.1,0
10.7,-4.7,33.0,0.0,30.0,100.38,16.1,0
10.3,-4.9,34.0,0.0,18.0,100.39,16.1,0
9.5,-5.4,35.0,0.0,21.0,100.41,16.1,0
8.8,-5.5,36.0,0.0,18.0,100.49,16.1,0
8.3,-5.4,37.0,0.0,8.0,100.55,16.1,0
7.8,-4.5,41.0,0.0,15.0,100.59,16.1,0
7.3,-5.9,39.0,0.0,13.0,100.63,16.1,0
7.3,-6.2,38.0,0.0,9.0,100.58,16.1,0
6.5,-1.4,57.0,0.0,8.0,100.49,16.1,0
6.5,-2.2,54.0,0.0,8.0,100.46,16.1,0
6.0,0.9,70.0,0.0,9.0,100.49,16.1,0
6.4,-2.8,52.0,0.0,9.0,100.5,16.1,0
6.1,-3.0,52.0,0.0,8.0,100.58,16.1,0
6.1,-2.3,55.0,0.0,11.0,100.61,16.1,0
6.4,-0.3,62.0,0.0,11.0,100.67,16.1,0
6.6,-0.1,62.0,0.0,9.0,100.71,16.1,0
6.7,1.1,67.0,0.0,9.0,100.73,16.1,0
6.8,1.5,69.0,0.0,15.0,100.75,16.1,0
6.9,1.1,66.0,0.0,17.0,100.75,16.1,0
7.1,0.4,63.0,0.0,15.0,100.72,16.1,0
7.5,0.6,62.0,0.0,13.0,100.7,16.1,0
8.4,2.2,65.0,0.0,13.0,100.7,16.1,0
8.2,2.4,67.0,0.0,13.0,100.66,16.1,0
8.9,2.7,65.0,0.0,15.0,100.68,16.1,0
6.6,3.4,80.0,0.0,22.0,100.72,16.1,0
6.4,3.0,79.0,0.0,18.0,100.76,16.1,0
6.0,2.1,76.0,0.0,22.0,100.76,16.1,0
6.1,2.0,75.0,0.0,22.0,100.82,16.1,0
5.9,1.7,74.0,0.0,22.0,100.82,16.1,0
6.3,1.7,72.0,0.0,17.0,100.85,16.1,0
6.0,1.5,73.0,0.0,17.0,100.88,16.1,0
5.8,1.7,75.0,0.0,22.0,100.9,16.1,0
5.7,2.0,77.0,0.0,21.0,100.87,16.1,0
5.5,1.9,78.0,0.0,18.0,100.89,16.1,0
5.5,2.2,79.0,0.0,18.0,100.92,16.1,0
5.4,2.2,80.0,0.0,22.0,100.94,16.1,0
5.3,1.8,78.0,0.0,17.0,101.01,16.1,0
5.5,1.8,77.0,0.0,15.0,101.05,16.1,0
6.4,2.5,76.0,0.0,18.0,101.11,16.1,0
6.5,2.4,75.0,0.0,15.0,101.13,16.1,0
6.4,2.7,77.0,0.0,17.0,101.12,16.1,0
6.6,2.7,76.0,0.0,17.0,101.1,16.1,0
6.9,3.2,77.0,0.0,15.0,101.15,16.1,0
7.7,1.8,66.0,0.0,18.0,101.08,16.1,0
8.7,3.0,67.0,0.0,15.0,101.1,16.1,0
8.8,3.0,67.0,0.0,13.0,101.06,16.1,0
8.6,2.9,67.0,0.0,17.0,101.04,16.1,0
8.2,2.2,66.0,0.0,15.0,101.06,16.1,0
7.6,2.6,70.0,0.0,17.0,101.02,16.1,0
7.6,1.1,63.0,0.0,9.0,101.03,16.1,0
8.0,1.0,61.0,0.0,11.0,100.96,16.1,0
